elapsed_seconds,aggregation_depth,detection_depth,alerting_depth,detection_tasks,aggregation_tasks,timeseries_rows
0,0,0,0,1,1,11476
11,0,0,0,1,1,11717
22,0,0,0,1,1,12088
33,0,0,0,1,1,12241
43,0,0,0,1,1,12384
54,0,0,0,1,1,12492
65,0,0,0,1,1,12639
76,0,0,0,1,1,12812
86,0,0,0,1,1,13265
97,0,0,0,1,1,13385
108,0,0,0,1,1,13475
119,0,0,0,1,1,13615
